movie,url,reviewer,score,clean_text
jane_austen_wrecked_my_life,https://www.rottentomatoes.com/m/jane_austen_wrecked_my_life,"Monica Reid
Far Out Magazine",0.6,light often thoughtful touching film eventually lean romance avoid usual sentimental clichés
jane_austen_wrecked_my_life,https://www.rottentomatoes.com/m/jane_austen_wrecked_my_life,"Therese Lacson
Collider",0.5,laura piani paint vivid film lush palette ultimately story protagonist life lackluster part movie rely typical trope rather reinvent romance genre austen often
jane_austen_wrecked_my_life,https://www.rottentomatoes.com/m/jane_austen_wrecked_my_life,"Lindsey Bahr
Associated Press
TOP CRITIC",0.75,may strict adaptation jane austen soul
jane_austen_wrecked_my_life,https://www.rottentomatoes.com/m/jane_austen_wrecked_my_life,"Lily Janiak
San Francisco Chronicle
TOP CRITIC",0.75,result agathe neither tower wit dumpster fire book snob refreshingly light touch heroine unexaggerate hollywood always think want
jane_austen_wrecked_my_life,https://www.rottentomatoes.com/m/jane_austen_wrecked_my_life,"Sean Boelman
FandomWire",0.7,jane austen wreck life know audience cater directly like film protagonist obsess jane austen literature film adaptation certainly adore love letter great author
the_last_rodeo,https://www.rottentomatoes.com/m/the_last_rodeo,"Charles Koplinski
Reel Talk with Chuck and Pam",0.62,fine yet enough overlook heavyhanded approach regard film theme
the_last_rodeo,https://www.rottentomatoes.com/m/the_last_rodeo,"Shikhar Verma
High on Films",0.4,stand possible way forward last rodeo establish character motif well sadly director avnet fail exactly
the_last_rodeo,https://www.rottentomatoes.com/m/the_last_rodeo,"Edward Douglas
The Weekend Warrior (Substack)",0.65,well role mcdonough thing see confirm maxim actor write role
the_last_rodeo,https://www.rottentomatoes.com/m/the_last_rodeo,"Michael Clark
Epoch Times",0.5,give plethora hole plot certain ending would follow suit far pat predictable happy report wrong turn ending good part entire movie little late
the_last_rodeo,https://www.rottentomatoes.com/m/the_last_rodeo,"Emiliano Basile
EscribiendoCine",0.6,last rodeo manage paint vivid portrait resident tulsa man word identify cowboy hat wrangl pant whose loyalty love one drive overcome obstacle full review spanish
the_surrender,https://www.rottentomatoes.com/m/the_surrender,"Nathaniel Muir
AIPT",0.85,actor bring natural feel character make audience feel plot top get wild thing progress
the_surrender,https://www.rottentomatoes.com/m/the_surrender,"Shaina Weatherhead
Collider",0.7,movie unafraid take risk let lead shine glaring spotlight surrender occasionally falter pacing ultimately deliver fraught family drama replete gaginduce body horror whole lot blood
the_surrender,https://www.rottentomatoes.com/m/the_surrender,"Richard Whittaker
Austin Chronicle
TOP CRITIC",0.6,underneath savage occult aspect story remain constant exploration mean see love one flawed rounded human ultimately mortal
ran,https://www.rottentomatoes.com/m/ran,"Ross McIndoe
The Skinny",1.0,rerelease studiocanal celebrate shakespeare th anniversary breathtaking adaptation king lear prove far least immune effect time original
ran,https://www.rottentomatoes.com/m/ran,"Mike Massie
Gone With The Twins",0.9,arrest amalgamation unforgettable imagery
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Jim Vorel
Paste Magazine",0.82,gorgeously shoot intellectuallyemotionally provoke film tantalize transcendent revelation simultaneously unbalanced approach character minimalist storytelling
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Sebastian Zavala Kahn
Loud and Clear Reviews",0.8,warwick thornton new boy movie interested tell conventional narrative build tone develop theme potent imagery interesting characterisation
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Jack Martin
Film Feeder",0.6,exceptional theme heart new boy certainly touch upon often profound way explore deeply absolutely could
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Romey Norton
Film Focus Online",0.7,right way interpret film maybe make wonderful new boy open mind heart take spiritual journey orphan nun navigate belief
northern_lights_1982,https://www.rottentomatoes.com/m/northern_lights_1982,"Roger Ebert
Chicago Sun-Times
TOP CRITIC",0.75,filmmaker john hanson rob nilsson use documentary springboard martinson memory move film also look like documentary
northern_lights_1982,https://www.rottentomatoes.com/m/northern_lights_1982,"Emanuel Levy
EmanuelLevy.Com",0.6,nan
wiz,https://www.rottentomatoes.com/m/wiz,"Ben Sherlock
Screen Rant",0.6,wizs retelling wizard oz certainly ambitious game performance starstudded cast let lifeless direction
wiz,https://www.rottentomatoes.com/m/wiz,"KT Mahe
For Your Reference Podcast",0.9,reimagining wiz position classic right emotion hold memorable set piece legendary performance
wiz,https://www.rottentomatoes.com/m/wiz,"Eddie Harrison
film-authority.com",0.6,dirtyglitter stage show problem help lumet shoot musical sequence extreme distance rarely see cast face
wiz,https://www.rottentomatoes.com/m/wiz,"Alan Jones
Radio Times",0.4,easy see director sidney lumets clunker rank one expensive movie flop time
wiz,https://www.rottentomatoes.com/m/wiz,"Sky Staff
Sky Cinema",0.6,wiz quite get together nonetheless trip yellowbrick road something please almost everyone
wiz,https://www.rottentomatoes.com/m/wiz,"TV Guide Staff
TV Guide",0.2,despite marvelous personnel terrific premise wiz bungle mess
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Mary Kassel
Screen Rant",0.8,year nothing comforting move return one studio ghibli enduring comingofage narrative
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Diana Tuova
Spotlight on Film",0.8,kikis delivery service entertaining watch stunning visual one important message everyone stay true core self gain independence early try new thing explore
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Brian Eggert
Deep Focus Review",1.0,kikis delivery service might appear kid stuff something adult could never sink tooth reflect upon serious cinemasuch misreading disappear one screening miyazakis observant sensitive film
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Matt Brunson
Film Frenzy",0.75,enjoyable
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Cindy White
IGN Movies",0.8,one miyazakis fanciful story kiki delivery service may seem surface another simple heartwarming fantasy tale serious undertone easily dismiss
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Brian Bisesi
Horror Movie Club Podcast",0.8,final destination bloodline take seriously simultaneously embrace ridiculousness film forget go big especially jawdropping opening scene
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Graeme Tuckett
The Post NZ",0.7,bloodline respectful resurrection series nurture career several young director fill cinema decade happy teen get exactly hope see reckon welcome return
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Steven Prokopy
Third Coast Review",0.75,gruesome death load fun ramp perfectly term tension scale bloodline right good series
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Grant Watson
Fiction Machine",0.7,time away movie screen final destination world good since easily enjoyable accomplished sequel yet
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"MaryAnn Johanson
Flick Filosopher",0.5,dormroom philosophy yearold series still ponder wild die fragile meatbag body gory dismemberment squishy impalement imax
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Scott Mendelson
The Outside Scoop (Substack)",0.6,prologue rock otherwise initially hbo maxintende sequel look feel streamingsmall least rely nostalgia callback
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Tomás Andrés Guerrero
Sensacine",0.8,new installment recover essence inevitable death also expand universe mature approach dose dark humor reflection trauma family heritage full review spanish
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Jonathan Sim
ComingSoon.net",0.5,often gorgeous look even hypnotic yet visual brilliance shult often masterful direction hurry tomorrow ultimately buckle weight selfimportance
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Joe Friar
Fort Worth Report",0.62,tesfaye charismatic act unfortunately get showcase skill plotless story write musician shult reza fahim work well visual album narrative film
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Gavia Baker-Whitelaw
Empire Magazine
TOP CRITIC",0.4,despite impressive woozy visual soundtrack charttoppe music much recommend derivative popstar drama
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Michael O'Sullivan
Washington Post
TOP CRITIC",0.38,even diehard fan may find wish literal interpretation title hurry tomorrow end soon enough
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"James Berardinelli
ReelViews",0.38,help wonder might fun bmovie thriller find somewhere deep hurry tomorrow dnabut would require less pretentious approachand seasoned lead actor
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Steven Prokopy
Third Coast Review",0.88,deaf president rousing beautifully tell chronicle example swift action result lightningfast change
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Michael O'Sullivan
Washington Post
TOP CRITIC",0.88,manifestation change maker often run ear metaphorically deaf obvious
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Matt Zoller Seitz
RogerEbert.com
TOP CRITIC",1.0,stealthy formal triumph refine exist cinematic language add brand new word phrase vocabulary need justice subject matter
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Nadir Samara
Screen Rant",0.8,deaf president never redundant always urgent surely make heart explode happiness
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Erik Childress
Movie Madness Podcast",0.75,film jump genre never settle place ask define instead offer raptika apke absolute showcase comically show disgust situation around need follow anywhere
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Peyton Robinson
RogerEbert.com
TOP CRITIC",0.75,laugh aplenty even sister midnight begin lose creative steam wheel fall fall repetitive macabre
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Jesse Hassenger
Paste Magazine",0.8,sister midnight wonderful transfix celluloidshot cinematography make many urbannightscape scene particularly vibrant long shadow wonderfully act apte whose nearferal aggrievement oddly win
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Jared Mobarak
Hey, Have You Seen ...?",0.7,back half unfold fast paceperhap fast think kind point kandhari idiosyncratic juxtaposition soundtrack choice use animation dry humor traditionally dark dramatic scenario
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Michael Nordine
Movie Brief",0.75,many grace note almost form chorus
things_like_this,https://www.rottentomatoes.com/m/things_like_this,"Rich Cline
Shadows on the Wall",0.7,actorfilmmaker max talisman fill screen bright colour sharply wellwritten dialog deliver enjoyably offthecuff way
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Pat Padua
Spectrum Culture",0.67,convincing comingofage drama become less convincing crime drama third act largely unknown cast carry idiosyncratic vision
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Rebecca Johnson
Film Focus Online",0.6,outstanding lead performance good character work strong message bind great indie gem despite become little clunky third act impressive nonetheless
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Surya Komal
Just for Movie Freaks",0.7,bind bold exploration trauma survival redemption drive powerful performance grip storylineat least majority runtime
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Tom Meek
Cambridge Day",0.62,game plucky performance sadeghian anchor film edgy slide guitar score ethan startzman go far help ratchet tension
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Debopriyaa Dutta
High on Films",0.5,even bind intermittently soar land emotion rattle one core plummet right back shallow water embrace ethos painfully skindeep
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Tom Jolliffe
Flickering Myth",0.8,bind definitely film worth check firstrate performance top bottom engaging emotionally powerful story always easy watch hardhitting theme film much sincerity
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Bill Newcott
The Saturday Evening Post",0.4,handsomelooking effort appeal performance cast seem ready moment break fourth wall apologize profusely
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Grant Hermanns
Screen Rant",0.3,stevan menas ruse may fun twist climax lead overlong poorly perform mess clichés red herring
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Mark Dujsik
Mark Reviews Movies",0.38,great sign movie need devote ten minute character bluntly explain everything happen story
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Robert Kojder
Flickering Myth",0.4,title ruse least writerdirector stevan mena courtesy let viewer know little trust high probability story absurd implausible
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Christopher Lloyd
The Film Yap",0.5,could tidy little horrorthriller struggle air surplus exposition explanation usually good way scare withhold
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Cody Dericks
Next Best Picture",0.4,film spend much time tie knot potential storyline dramatic tangent time reach dizzying conclusion offer frustratingly long yet dull explanation
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Jennie Kermode
Eye for Film",0.6,right wrong blurry concept might mean justice individual could devastating community
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Josh Goller
Spectrum Culture",0.5,film beautifully shotwith fog roll river sunlight streak canopy branch narrative heavy witchhunt trope offer little originality character never develop much beyond archetype
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Hannah Gearan
Screen Rant",0.5,severed sun one strong horror movie year far absolute blast watch dean puckett feature debut
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Mark Dujsik
Mark Reviews Movies",0.62,shame whole thing add much narrative thematic level
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Bobby LePire
Film Threat",1.0,severed sun handsomely produce eerily direct film cast shine beginning end actor deliver natural believable performance
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Joshua Stevens
Loud and Clear Reviews",0.7,borrow recent folk horror like witch midsommar severed sun establish worthy entry genre
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Romey Norton
Film Focus Online",0.7,severed sun story awaken horror psychological much supernatural film control keep take break free severed sun grip horror must watch
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Sebastian Zavala Kahn
Me gusta el cine",0.7,obtuse cryptic slowpaced however look film speak volume role religion isolated community vulnerable female population surely enjoy sever sun full review spanish
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Kat Hughes
THN",0.6,witch trial bring life sever sun plenty fine idea ultimately lack magical quality make future classic
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Erik Childress
Movie Madness Podcast",0.25,beyond general sloppiness tonal shift effect filmmake film terror threat feral dog produce attack result minor redness irritation
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Mark Dujsik
Mark Reviews Movies",0.25,uglylooking repetitive dull dead end whatever movie try
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Grant Hermanns
Screen Rant",0.3,furst brother breed apart certainly go intentional comedy also full moment terrible hysterical
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Mike McGranaghan
Aisle Seat",0.38,directors griff nathan furst inept make sharknado director anthony ferrante look like paul thomas anderson comparison
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Chad Collins
Dread Central",0.3,unless really hate puppy sure enjoyment salvage breed apart
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Branyan Towe
Loud and Clear Reviews",0.5,breed apart bottom barrel affair way around despite grace caroline currey virginia gardner page kennedy give solid act effort horror film seem desperate cult classic without bring much table
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Joshua Ryan
FandomWire",0.7,breed apart ferociously fun time movie
desert_dawn,https://www.rottentomatoes.com/m/desert_dawn,"Mark Dujsik
Mark Reviews Movies",0.25,barely competent time outright inept bit storytelling filmmaking
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Marcelo Stiletano
La Nación (Argentina)",0.4,hidden intention recover something spirit steven spielbergs family film elsewhere entire purpose bring life fall wayside full review spanish
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Sebastian Zavala Kahn
Me gusta el cine",0.5,lethargic final product dense dark atmosphere fill performance lack energy charisma kind film thrill unfortunately leave sedate least bit sleepy full review spanish
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Laia Cabuli
EscribiendoCine",0.7,main plot radically innovative subtextual richness nuanced approach complexity dysfunctional family protagonist perspectivemake highly enjoyable experience full review spanish
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Ezequiel Boetti
Otroscines.com",0.6,classic story structure form original manage shed common point major studio production full review spanish
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Aidan Kelley
Collider",0.5,misguided take dark comedy ultimately lack laugh thrill overall reverence severe topic
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Michael Medved
The Michael Medved Show",0.75,elegant stylish indira varma make deep impression clearly troubled jessica even though film brisk running time actually alive
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Don Shanahan
Film Obsessive",0.6,like surehande cinematic riddle matt winn keeps push teetertotter right time drop question mark way end
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Daniel M. Kimmel
North Shore Movies",0.6,trouble jessica less dead body problem character far willing go get increasingly messy situation
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Andrea Chase
Killer Movie Reviews",0.8,literate deadpan wildly funny black comedy ethic monumental adrenalin rush make squirm crave clafouti
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Alan Zilberman
Spectrum Culture",0.5,good black comedy require courage conviction need push premise logical conclusion absent logic trouble jessica find conclusion bad illogical safe
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Julian Roman
MovieWeb",0.6,trouble jessica bitingly satirical wellacte black comedy run steam milk clever premise dry directorcowriter matt winn pack wallop film taut meticulously execute first act
stolen_time,https://www.rottentomatoes.com/m/stolen_time,"Tony Medley
CWEB.com",0.8,reveal tawdry untold story forprofit nursing home canada movie everyone see consider go nursing home commit relative one
stolen_time,https://www.rottentomatoes.com/m/stolen_time,"Nora Lee Mandel
Maven's Nest",0.7,profile passion anger canadian litigator melissa miller put long hour class action call mass tort systemic change distraught family law suit forprofit nursing homeslong term care facility chain
cheech_and_chongs_last_movie,https://www.rottentomatoes.com/m/cheech_and_chongs_last_movie,"Bill Newcott
The Saturday Evening Post",0.6,marin pause parked motorcycle dave bike ask need joke explain might target audience cheech chong last movie
warfare,https://www.rottentomatoes.com/m/warfare,"Rachel Ho
Exclaim!",0.9,garland successfully continue mission challenge audience grasp humanity within conflict even among viewer whose politic may agree
warfare,https://www.rottentomatoes.com/m/warfare,"Tony Baker
Tony Baker Comedy",0.9,really nice tribute soldier
warfare,https://www.rottentomatoes.com/m/warfare,"Sean P. Means
The Movie Cricket",0.88,writerdirectors ray mendoza alex garland create moment chaos blood pain close civilian likely want fight
warfare,https://www.rottentomatoes.com/m/warfare,"Casey Chong
Casey's Movie Mania",0.6,ray mendoza alex garlands strippeddown war movie solely visual sound aura
warfare,https://www.rottentomatoes.com/m/warfare,"Victoria Luxford
City AM",0.8,shocking urgent warfare may one affect film see year
black_bag,https://www.rottentomatoes.com/m/black_bag,"Jeff Beck
The Blu Spot",0.6,black bag feature slick direction impressive costume production design remarkably talented ensemble unfortunately hold back little much david koepps slowburne screenplay
black_bag,https://www.rottentomatoes.com/m/black_bag,"Douglas Davidson
Elements of Madness",0.9,eschew action sequence gadget mind game success failure film come performance several remarkable one one pull audience deeply intrigue way
black_bag,https://www.rottentomatoes.com/m/black_bag,"Filipe Freitas
Always Good Movies",0.7,microaggressions overt confrontation cynical exchange provocative mind game abound deliver right mix irresistible glamour disdainful coldness
black_bag,https://www.rottentomatoes.com/m/black_bag,"Sean P. Means
The Movie Cricket",0.88,soderbergh bring coil tension action verbal gymnastic black bag good part soderbergh seamlessly viewer admire technique lose thread narrative
black_bag,https://www.rottentomatoes.com/m/black_bag,"Reginald Ponder
The Garfield/Lawndale Voice",0.75,black bag might fetch house mouwad price point marc jacobs nothing sneeze hold jewel snack key black bag worth carryingand surely worth peek inside mysterious complicated vicious
a_minecraft_movie,https://www.rottentomatoes.com/m/a_minecraft_movie,"James Kendrick
Q Network Film Desk",0.75,offer lot visual wow shoutout know movie really work absurd macho competitivenessturnedbromance jack black jason momoa
a_minecraft_movie,https://www.rottentomatoes.com/m/a_minecraft_movie,"David Nusair
Reel Film Reviews",0.38,bona fide failure could appeal either hardcore fan source material young undiscriminate child
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Keith Phipps
The Reveal (Substack)
TOP CRITIC",0.4,serviceableenough reimagining classic film webb move action along
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Lauren Veneziani
WBAL-TV (Baltimore)",0.7,rachel zeglers voice one good artist right portrayal snow white captivate much gal gadot physically look part evil queen performance messy take film
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Joe Friar
Fort Worth Report",0.62,rachel zegler good part liveaction remake gal gadot bit stiff song hitandmiss movie look spectacular well suit family young kid
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Jackie K. Cooper
jackiekcooper.com",0.5,somewhere animate version true life version disney magic lose
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Rachel Ho
Exclaim!",0.6,drop never go far follow common movie trope cheesyforthesakeofcheesy although big final sequence could benefit greatly extra helping fromagerie
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Sean P. Means
The Movie Cricket",0.75,landon embrace inherent tension create thriller set confine space restaurant unfortunately landon sustain constrict feel whole run action kind go rail near end
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Rendy Jones
Rendy Reviews",0.6,pulsepounde fun style right amount silly
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"KT Mahe
For Your Reference Podcast",0.7,drop playful contrast trope woman horror take charge fun end end intense thriller
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Paul Emmanuel Enicola
Movie-Blogger.com",0.6,first date go completely rail dripping tension tech paranoia whole lot entertaining nonsense
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Fico Cangiano
CineXpress",0.5,fun premise get bogge generic weak second half full review spanish
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Jeffrey Lyles
Lyles' Movie Files",0.8,drop dastardly clever premise cast pull superbly make thriller well worth check
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Mary Beth McAndrews
Dread Central",0.7,drop good time movie fastpaced thriller talented lead intriguing story sleek cinematography
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Jeff York
The Establishing Shot",1.0,entire cast terrific especially two lead film heretic ready president sophie thatcher fan club
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Mattie Lucas
trans|cendental cinema",0.75,firsttime feature filmmaker draw hancock assemble terrific cast provide engage science fiction backdrop tackle realworld issue devious twist
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Filipe Freitas
Always Good Movies",0.5,despite thatcher commit performance film fluctuate emotional beat companion remain shaky average effort devoid real suspensean interesting idea bogge literalminde mechanical somewhat draggy execution
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Matt Brunson
Film Frenzy",0.75,surface look could yet another horror yarn blumhouse assembly line instead cleverly script zestfully perform fantasythriller
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Douglas Davidson
Elements of Madness",0.8,never stop push thematic aspect forget heart lie absurd function delivery mechanism entertainment exploration toxic relationship strength require break free
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Sean P. Means
The Movie Cricket",0.75,quaid son star dennis quaid meg ryan apparent charisma inherit trait pleasure watch bring lightness role could get weirdly heavy
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Harris Dang
Impulse Gamer",0.7,novocaine fun exciting boisterously bloody time movie take novel concept run cartoonish glee lead charming pairing jack quaid amber midthunder recommend
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Victoria Luxford
City AM",0.6,like nathan novocaine take modest resource create something unexpected unlikely revolutionise action genre testament much right lead inventive storytelling
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Tom Shone
Sunday Times (UK)",0.6,quaid killer grin well light comic timing although hope go well thing
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Kevin Carr
Fat Guys at the Movies",0.4,movie well fight sequence statham dispense justice moment exciting visceral thrill movie well everything else
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Lauren Veneziani
WBAL-TV (Baltimore)",0.6,always jason statham action flick much want love one strong beekeeper move much slow previous film
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Jackie K. Cooper
jackiekcooper.com",0.6,jason statham movie many alone enough
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Elliott Collins
Movie Files",0.5,statham undeniably watchable presence offer momentary thrill film reliance overthetop convoluted plot disastrously weak villain ultimately transform ridiculous unfortunately forgettable watch
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Marie Asner
Phantom Tollbooth",0.6,work man pull together well usual snatchandgrabforransom film
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Sheraz Farooqi
CinemaDebate",0.7,masterfully shoot direct standout performance adrien brody guy pearce theme chunk writing work commentary fail american dream solid
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Connor Lightbody
Screensphere",1.0,brutalist stunner dream cinephile everywhere holy grail film scholar instant definitive entry film canon
