movie,url,reviewer,score,review
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Jim Vorel
Paste Magazine",0.82,"Gorgeously shot and intellectually/emotionally provoking, the film tantalizes with transcendent revelations but is simultaneously unbalanced in how it approaches its characters and minimalist storytelling."
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Sebastian Zavala Kahn
Loud and Clear Reviews",0.8,"Warwick Thornton’s The New Boy is not a movie interested in telling a conventional narrative, but in building tone and developing themes through potent imagery and interesting characterisation."
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Jack Martin
Film Feeder",0.6,"There is an exceptional theme at the heart of The New Boy that is certainly touched upon, in often profound ways, but it isn’t explored as deeply as it absolutely could have been."
the_new_boy,https://www.rottentomatoes.com/m/the_new_boy,"Romey Norton
Film Focus Online",0.7,"There is no right way to interpret this film, and maybe that is what makes it so wonderful. The New Boy will open your mind and your heart, as you’re taken on a spiritual journey of an orphan and a nun navigating their beliefs."
northern_lights_1982,https://www.rottentomatoes.com/m/northern_lights_1982,"Roger Ebert
Chicago Sun-Times
TOP CRITIC",0.75,"The filmmakers, John Hanson and Rob Nilsson, use the documentary springboard of Martinson's memories to move into a film that also looks like a documentary."
northern_lights_1982,https://www.rottentomatoes.com/m/northern_lights_1982,"Emanuel Levy
EmanuelLevy.Com",0.6,
wiz,https://www.rottentomatoes.com/m/wiz,"Ben Sherlock
Screen Rant",0.6,"The Wiz's retelling of The Wizard of Oz is certainly ambitious, but the game performances of its star-studded cast are let down by lifeless direction."
wiz,https://www.rottentomatoes.com/m/wiz,"KT Mahe
For Your Reference Podcast",0.9,The reimagining of The Wiz positions itself as a classic in its own right. Emotion holds through memorable set pieces and legendary performances.
wiz,https://www.rottentomatoes.com/m/wiz,"Eddie Harrison
film-authority.com",0.6,"…it’s the dirty-glitter staging, not the show that’s the problem, not helped by Lumet shooting all the musical sequences from such an extreme distance that we can rarely see the cast’s faces…"
wiz,https://www.rottentomatoes.com/m/wiz,"Alan Jones
Radio Times",0.4,It's easy to see why director Sidney Lumet's clunker ranks as one of the most expensive movie flops of all time.
wiz,https://www.rottentomatoes.com/m/wiz,"Sky Staff
Sky Cinema",0.6,"The Wiz can't quite get it together. Nonetheless, this trip up the yellow-brick road has something to please almost everyone."
wiz,https://www.rottentomatoes.com/m/wiz,"TV Guide Staff
TV Guide",0.2,"Despite its marvelous personnel and terrific premise, The Wiz is a bungled mess."
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Mary Kassel
Screen Rant",0.8,"After 35 years, there's nothing more comforting or moving than returning to one of Studio Ghibli's most enduring coming-of-age narratives."
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Diana Tuova
Spotlight on Film",0.8,"Kiki’s Delivery Service is an entertaining watch with stunning visuals and one important message for everyone to stay true to their core selves, gain independence early on, try new things and explore."
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Brian Eggert
Deep Focus Review",1.0,"Kiki’s Delivery Service might appear to be “kid’s stuff,” something adults could never sink their teeth into or reflect upon as serious cinema—such a misreading disappears after one screening of Miyazaki’s observant, sensitive film."
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Matt Brunson
Film Frenzy",0.75,Enjoyable.
kikis_delivery_service,https://www.rottentomatoes.com/m/kikis_delivery_service,"Cindy White
IGN Movies",0.8,"One of Miyazaki's most fanciful stories, Kiki's Delivery Service may seem on the surface to be just another simple, heartwarming fantasy tale, but it has some serious undertones that can't be easily dismissed."
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Brian Bisesi
Horror Movie Club Podcast",0.8,"Final Destination Bloodlines takes itself seriously while simultaneously embracing its ridiculousness. The film does not forget to go big, especially in its jaw-dropping opening scene."
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Graeme Tuckett
The Post NZ",0.7,Bloodlines is a respectful resurrection of a series that nurtured the careers of several young directors and filled cinemas for a decade with happy teens who got exactly what they were hoping to see. I reckon we should welcome its return.
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Steven Prokopy
Third Coast Review",0.75,The gruesome deaths are loads of fun and ramp up perfectly in terms of tension and scale. Bloodlines is right up there with the best in this series.
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Grant Watson
Fiction Machine",0.7,"Time away from movie screens has done Final Destination a world of good, since this is easily the most enjoyable and accomplished sequel yet."
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"MaryAnn Johanson
Flick Filosopher",0.5,"The dorm-room philosophy of the 25-year-old series is still pondering how wild it is that we all die, how fragile our meatbag bodies are. Now with gory dismemberments and squishy impalements in IMAX!"
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Scott Mendelson
The Outside Scoop (Substack)",0.6,"The prologue rocks, but otherwise, this initially HBO Max-intended sequel looks and feels streaming-small. At least it doesn’t rely on nostalgia and callbacks."
final_destination_bloodlines,https://www.rottentomatoes.com/m/final_destination_bloodlines,"Tomás Andrés Guerrero
Sensacine",0.8,"...this new installment not only recovers the essence of inevitable death but also expands the universe with a more mature approach, doses of dark humor, and a reflection on trauma and family heritage. [Full review in Spanish]"
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Jonathan Sim
ComingSoon.net",0.5,"It’s often gorgeous to look at, even hypnotic. And yet, for all its visual brilliance and Shults’ often masterful direction, Hurry Up Tomorrow ultimately buckles under the weight of its own self-importance."
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Joe Friar
Fort Worth Report",0.62,"Tesfaye is very charismatic and can act; unfortunately, he doesn’t get to showcase his skills in the plotless story written by the musician with Shults and Reza Fahim. It works better as a visual album than a narrative film."
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Gavia Baker-Whitelaw
Empire Magazine
TOP CRITIC",0.4,"Despite some impressive woozy visuals and a soundtrack of chart-topping music, there’s not much to recommend this derivative pop-star drama."
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"Michael O'Sullivan
Washington Post
TOP CRITIC",0.38,"Even some die-hard fans may find themselves wishing for a literal interpretation of the title, because “Hurry Up Tomorrow” can’t end soon enough."
hurry_up_tomorrow,https://www.rottentomatoes.com/m/hurry_up_tomorrow,"James Berardinelli
ReelViews",0.38,I can’t help but wonder if there might have been a fun B-movie thriller to be found somewhere deep in Hurry Up Tomorrow’s DNA...But that would have required a less pretentious approach...and a more seasoned lead actor.
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Steven Prokopy
Third Coast Review",0.88,"Deaf President Now! is a rousing, beautifully told chronicle of an example of swift action resulting in lightning-fast change."
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Michael O'Sullivan
Washington Post
TOP CRITIC",0.88,It’s a manifestation of what change makers all too often run into: ears that are metaphorically deaf to the obvious.
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Matt Zoller Seitz
RogerEbert.com
TOP CRITIC",1.0,"It’s a stealthy formal triumph that refines existing cinematic language and adds brand new words and phrases to the vocabulary, as it were, because that’s what was needed to do justice to its subject matter."
deaf_president_now,https://www.rottentomatoes.com/m/deaf_president_now,"Nadir Samara
Screen Rant",0.8,Deaf President Now! is never redundant and always urgent. It'll surely make your heart explode in happiness.
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Erik Childress
Movie Madness Podcast",0.75,The film jumps through genres but never settles on a place that asks us to define it. Instead it offers Raptika Apke an absolute showcase to comically show her disgust for her situation and those around it which is all we need to follow her anywhere.
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Peyton Robinson
RogerEbert.com
TOP CRITIC",0.75,"There are laughs aplenty, even as “Sister Midnight” begins to lose creative steam, with the wheels falling off, and the further it falls into the repetitive macabre."
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Jesse Hassenger
Paste Magazine",0.8,"Sister Midnight is wonderful, transfixing in its celluloid-shot cinematography, which makes its many urban-nightscape scenes particularly vibrant in their long shadows, and wonderfully acted by Apte, whose near-feral aggrievement is oddly winning."
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Jared Mobarak
Hey, Have You Seen ...?",0.7,"The back half unfolds at a fast pace—perhaps too fast. I think that's kind of the point as Kandhari is all about idiosyncratic juxtapositions with his soundtrack choices, use of animation, and dry humor in traditionally dark, dramatic scenarios."
sister_midnight,https://www.rottentomatoes.com/m/sister_midnight,"Michael Nordine
Movie Brief",0.75,There are so many grace notes that they almost form a chorus.
things_like_this,https://www.rottentomatoes.com/m/things_like_this,"Rich Cline
Shadows on the Wall",0.7,Actor-filmmaker Max Talisman fills the screen with bright colours and sharply well-written dialog that's delivered in an enjoyably off-the-cuff way.
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Pat Padua
Spectrum Culture",0.67,A convincing coming-of-age drama that becomes a less convincing crime drama in the third act. But the largely unknown cast carries this idiosyncratic vision.
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Rebecca Johnson
Film Focus Online",0.6,"With an outstanding lead performance, good character work and a strong message, Bound is a great indie gem that despite becoming a little clunky in its third act, is impressive nonetheless."
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Surya Komal
Just for Movie Freaks",0.7,"Bound is a bold exploration of trauma, survival, and redemption, driven by powerful performances and a gripping storyline—at least for the majority of its runtime."
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Tom Meek
Cambridge Day",0.62,"It’s a game, plucky performance by Sadeghian that anchors the film, while the edgy slide guitar score by Ethan Startzman goes far to help ratchet up the tension."
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Debopriyaa Dutta
High on Films",0.5,"Even when Bound intermittently soars and lands on an emotion that rattles one’s core, it plummets right back into shallow waters, embracing an ethos that is painfully skin-deep."
bound_2023,https://www.rottentomatoes.com/m/bound_2023,"Tom Jolliffe
Flickering Myth",0.8,"Bound is definitely a film worth checking out, with first-rate performances from top to bottom and an engaging and emotionally powerful story. Not always an easy watch with its hard-hitting themes, but the film has so much sincerity."
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Bill Newcott
The Saturday Evening Post",0.4,"A handsome-looking effort with appealing performances by a cast that seems ready, at any moment, to break the fourth wall and apologize profusely."
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Grant Hermanns
Screen Rant",0.3,"Stevan Mena's The Ruse may have a few fun twists in its climax, but the lead up is an overlong, poorly performed mess of clichés and red herrings."
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Mark Dujsik
Mark Reviews Movies",0.38,It's not a great sign when a movie needs to devote about ten minutes to a character bluntly explaining everything that has happened ... in its story.
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Robert Kojder
Flickering Myth",0.4,"With the title The Ruse, at least writer/director Stevan Mena has done the courtesy of letting viewers know there is little to trust here and that there is a high probability that the story will be absurd and implausible"
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Christopher Lloyd
The Film Yap",0.5,What could have been a tidy little horror/thriller struggles for air with a surplus of exposition and explanation. Usually the best way to scare is to withhold.
the_ruse,https://www.rottentomatoes.com/m/the_ruse,"Cody Dericks
Next Best Picture",0.4,"The film spends so much time tying itself up in knots with potential storylines and dramatic tangents that by the time it reaches its dizzying conclusion, it offers up only a frustratingly long yet dull explanation."
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Jennie Kermode
Eye for Film",0.6,Right and wrong are blurry concepts here. What might mean justice for an individual could be devastating to the community.
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Josh Goller
Spectrum Culture",0.5,"While the film is beautifully shot...with fog rolling over the river and sunlight streaking through a canopy of branches, the narrative is heavy on witch-hunt tropes and offers little originality, its characters never developed much beyond archetypes."
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Hannah Gearan
Screen Rant",0.5,"The Severed Sun is not one of the strongest horror movies of the year so far, but I had an absolute blast watching Dean Puckett's feature debut."
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Mark Dujsik
Mark Reviews Movies",0.62,It's a shame the whole thing doesn't add up to much on a narrative or thematic level.
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Bobby LePire
Film Threat",1.0,"The Severed Sun is a handsomely produced, eerily directed film. The cast shines from the beginning to the end, with each actor delivering a natural, believable performance."
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Joshua Stevens
Loud and Clear Reviews",0.7,"Borrowing from recent folk horrors like The Witch and Midsommar, The Severed Sun establishes itself as a worthy entry in the genre."
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Romey Norton
Film Focus Online",0.7,"The Severed Sun is a story of awakening. The horror is psychological as much as supernatural. This is a film about control; who has it, how they keep it, and what it takes to break free. The Severed Sun is a gripping horror, you must watch it!"
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Sebastian Zavala Kahn
Me gusta el cine",0.7,"It's too obtuse, cryptic, and slow-paced. However, if you're looking for a film that speaks volumes about the role of religion in isolated communities and for vulnerable female populations, you'll surely enjoy ""The Severed Sun."" [Full review in Spanish]."
the_severed_sun,https://www.rottentomatoes.com/m/the_severed_sun,"Kat Hughes
THN",0.6,"A witch trial brought to life, The Severed Sun has plenty of fine ideas, but ultimately lacks that magical quality to make it a future classic."
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Erik Childress
Movie Madness Podcast",0.25,"Beyond the general sloppiness in tonal shifts, effects and filmmaking, a film about the terror threat of feral dogs should produce attacks that result in more than just minor redness and irritation."
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Mark Dujsik
Mark Reviews Movies",0.25,"This is an ugly-looking, repetitive, and dull dead end of whatever it is the movie is trying to be."
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Grant Hermanns
Screen Rant",0.3,"The Furst Brothers' A Breed Apart certainly goes for intentional comedy, but is also full of moments that are so terrible they're hysterical."
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Mike McGranaghan
Aisle Seat",0.38,Directors Griff and Nathan Furst are so inept they make Sharknado director Anthony C. Ferrante look like Paul Thomas Anderson in comparison.
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Chad Collins
Dread Central",0.3,"Unless you really hate puppies, I’m not sure what enjoyment you’ll salvage from A Breed Apart."
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Branyan Towe
Loud and Clear Reviews",0.5,"A Breed Apart is a bottom of the barrel affair all the way around, despite Grace Caroline Currey, Virginia Gardner, and Page Kennedy giving solid acting efforts. This horror film seems so desperate to be a cult classic without bringing much to the table."
a_breed_apart,https://www.rottentomatoes.com/m/a_breed_apart,"Joshua Ryan
FandomWire",0.7,A Breed Apart is a ferociously fun time at the movies.
desert_dawn,https://www.rottentomatoes.com/m/desert_dawn,"Mark Dujsik
Mark Reviews Movies",0.25,"[T]his is a barely competent and, at times, outright inept bit of storytelling and filmmaking."
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Marcelo Stiletano
La Nación (Argentina)",0.4,"If there was any hidden intention to recover something of the spirit of Steven Spielberg's family films from elsewhere, the entire purpose of bringing it to life falls by the wayside. [Full review in Spanish]"
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Sebastian Zavala Kahn
Me gusta el cine",0.5,"A lethargic final product, with a dense and dark atmosphere, filled with performances lacking in energy or charisma. This is the kind of film that should thrill, but unfortunately, will leave you sedated or at least a bit sleepy. [Full review in Spanish]."
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Laia Cabuli
EscribiendoCine",0.7,"While its main plot isn't radically innovative, its subtextual richness and nuanced approach to the complexities of a dysfunctional family from the protagonist's perspective...make it a highly enjoyable experience... [Full review in Spanish]"
the_legend_of_ochi,https://www.rottentomatoes.com/m/the_legend_of_ochi,"Ezequiel Boetti
Otroscines.com",0.6,"...it's a classic story in its structure and in a form that, while not original, manages to shed the most common points of major studio productions. [Full review in Spanish]"
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Aidan Kelley
Collider",0.5,"This misguided take on a dark comedy ultimately lacks laughs, thrills, and overall reverence for severe topics."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Michael Medved
The Michael Medved Show",0.75,"Elegant and stylish ...Indira Varma makes a deep impression as the clearly troubled Jessica, even though for most of this film's very brisk running time, she's not actually alive."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Don Shanahan
Film Obsessive",0.6,"Like any sure-handed cinematic riddle, Matt Winn keeps pushing the teeter-totter at the right times, dropping question marks all the way until the end."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Daniel M. Kimmel
North Shore Movies",0.6,"“The Trouble With Jessica” is less about the dead body than about the problems of the other characters, and how far they’re willing to go to get out of an increasingly messy situation."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Andrea Chase
Killer Movie Reviews",0.8,"Literate and deadpan, this wildly funny black comedy of ethics is a monumental adrenalin rush that will make you squirm and crave a clafouti."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Alan Zilberman
Spectrum Culture",0.5,"The best black comedies require the courage of their conviction, a need to push the premises to their logical conclusion. Absent any such logic, The Trouble with Jessica finds a conclusion that is worse than illogical. It is safe."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Julian Roman
MovieWeb",0.6,"The Trouble with Jessica is a bitingly satirical, well-acted black comedy that runs out of steam after milking its clever premise dry. Director/co-writer Matt Winn packs a wallop in the film's taut and meticulously executed first act."
stolen_time,https://www.rottentomatoes.com/m/stolen_time,"Tony Medley
CWEB.com",0.8,"...reveals the tawdry, untold story about for-profit nursing homes in Canada. This is a movie that everyone should see if they are considering going into a nursing home or committing a relative to one."
stolen_time,https://www.rottentomatoes.com/m/stolen_time,"Nora Lee Mandel
Maven's Nest",0.7,Profiles passion and anger of Canadian litigator Melissa Miller as she puts in long hours on class actions (called there “mass torts”) for systemic change and distraught family law suits against for-profit nursing homes/long term care facility chains.
cheech_and_chongs_last_movie,https://www.rottentomatoes.com/m/cheech_and_chongs_last_movie,"Bill Newcott
The Saturday Evening Post",0.6,"Marin pauses by a parked motorcycle. “Is this Dave’s bike?” he asks. If you need that joke explained to you, then you might not be the target audience for Cheech & Chong’s Last Movie."
warfare,https://www.rottentomatoes.com/m/warfare,"Rachel Ho
Exclaim!",0.9,"Garland successfully continues his mission to challenge audiences to grasp the humanity within a conflict, even among viewers whose politics may not agree."
warfare,https://www.rottentomatoes.com/m/warfare,"Tony Baker
Tony Baker Comedy",0.9,It's really a nice tribute to... those soldiers.
warfare,https://www.rottentomatoes.com/m/warfare,"Sean P. Means
The Movie Cricket",0.88,"Writer-directors Ray Mendoza and Alex Garland … create moments of chaos, blood and pain that are as close as I or any other civilian likely will want to be to the fight."
warfare,https://www.rottentomatoes.com/m/warfare,"Casey Chong
Casey's Movie Mania",0.6,Ray Mendoza and Alex Garland's stripped-down war movie is solely about the visual and sound aura.
warfare,https://www.rottentomatoes.com/m/warfare,"Victoria Luxford
City AM",0.8,"Shocking and urgent, Warfare may be one of the most affecting films you’ll see this year."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Jeff Beck
The Blu Spot",0.6,"Black Bag features slick direction, impressive costume & production design, and a remarkably talented ensemble, but unfortunately it's held back just a little too much by David Koepp's slow-burning screenplay."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Douglas Davidson
Elements of Madness",0.9,"... eschewing action sequences and gadgets for mind games, the success and failure of the film comes down to the performances and there are several remarkable ones, each one pulling the audience deeper into the intrigue until the only way out is through."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Filipe Freitas
Always Good Movies",0.7,"Micro-aggressions, overt confrontations, cynical exchanges, and provocative mind games abound, all delivered with the right mix of irresistible glamour and disdainful coldness."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Sean P. Means
The Movie Cricket",0.88,Soderbergh brings a coiled tension to the action and verbal gymnastics of “Black Bag.” … The best part is that Soderbergh does this all so seamlessly that a viewer can admire the technique while not losing the thread of the narrative.
black_bag,https://www.rottentomatoes.com/m/black_bag,"Reginald Ponder
The Garfield/Lawndale Voice",0.75,"This black bag might not fetch a “House of Mouwad” price point, but “Marc Jacobs” is nothing to sneeze at. Holding some jewels, snacks, and a few keys, this black bag is worth carrying—and surely worth peeking inside. Mysterious, complicated, and vicious."
